people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,total_vaccinations,Johnson&Johnson,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,Sinovac,CanSino,Sputnik V,Sinopharm/Beijing,month,day
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,1,2,22
1367.0,629.414373478207,1367.0,0.0035144353985952946,0.0035144353985952946,0.001618168364693848,35.0,1367.0,1,0,1,1,0,0,0,1,2,23
2734.0,1258.828746956414,1367.0,0.007028870797190589,0.007028870797190589,0.003236336729387696,35.0,2734.0,1,0,1,1,0,0,0,1,2,24
4101.0,1888.2431204346212,1367.0,0.010543306195785883,0.010543306195785883,0.004854505094081544,35.0,4101.0,1,0,1,1,0,0,0,1,2,25
5468.0,2517.657493912828,1367.0,0.014057741594381178,0.014057741594381178,0.006472673458775392,35.0,5468.0,1,0,1,1,0,0,0,1,2,26
6835.0,3147.0718673910355,1367.0,0.017572176992976474,0.017572176992976474,0.00809084182346924,35.0,6835.0,1,0,1,1,0,0,0,1,2,27
8200.0,3775.5653712664944,1367.0,0.02,0.02,0.009706642714330324,35.0,8200.0,1,0,1,1,0,0,0,1,2,28
9780.0,4503.052357437356,1580.0,0.025143510020674456,0.025143510020674456,0.011576947042213485,41.0,9780.0,1,0,1,1,0,0,0,1,3,1
11574.0,5329.072391102245,1794.0,0.02975572443550983,0.02975572443550983,0.01370057107020234,46.0,11574.0,1,0,1,1,0,0,0,1,3,2
13582.0,6253.625472261162,2008.0,0.034918113813987774,0.034918113813987774,0.016077514798296885,52.0,13582.0,1,0,1,1,0,0,0,1,3,3
15803.0,7276.251166112734,2221.0,0.04062810724506323,0.04062810724506323,0.018706594489580747,57.0,15803.0,1,0,1,1,0,0,0,1,3,4
18238.0,8397.409907458332,2435.0,0.046888275639781256,0.046888275639781256,0.021588993880970297,63.0,18238.0,1,0,1,1,0,0,0,1,3,5
20887.0,9617.10169629796,2649.0,0.05369861899814186,0.05369861899814186,0.024724712972465545,68.0,20887.0,1,0,1,1,0,0,0,1,3,6
23749.0,10934.866097830241,2862.0,0.06105656640909996,0.06105656640909996,0.028112568027150106,74.0,23749.0,1,0,1,1,0,0,0,1,3,7
26611.0,12252.630499362524,2862.0,0.06841451382005807,0.06841451382005807,0.03150042308183467,74.0,26611.0,1,0,1,1,0,0,0,1,3,8
29473.0,13570.394900894804,2862.0,0.07577246123101618,0.07577246123101618,0.03488827813651922,74.0,29473.0,1,0,1,1,0,0,0,1,3,9
32335.0,14888.159302427086,2862.0,0.08313040864197428,0.08313040864197428,0.038276133191203786,74.0,32335.0,1,0,1,1,0,0,0,1,3,10
35197.0,16205.923703959366,2862.0,0.09048835605293239,0.09048835605293239,0.04166398824588834,74.0,35197.0,1,0,1,1,0,0,0,1,3,11
38059.0,17523.68810549165,2862.0,0.09784630346389049,0.09784630346389049,0.04505184330057291,74.0,38059.0,1,0,1,1,0,0,0,1,3,12
40921.0,18841.45250702393,2862.0,0.10520425087484861,0.10520425087484861,0.04843969835525746,74.0,40921.0,1,0,1,1,0,0,0,1,3,13
43783.0,20159.216908556213,2862.0,0.11256219828580671,0.11256219828580671,0.05182755340994203,74.0,43783.0,1,0,1,1,0,0,0,1,3,14
46645.0,21476.981310088493,2862.0,0.11992014569676482,0.11992014569676482,0.05521540846462659,74.0,46645.0,1,0,1,1,0,0,0,1,3,15
54000.0,24863.47927419399,2862.0,0.14,0.14,0.06392179348461434,74.0,54000.0,1,0,1,1,0,0,0,1,3,16
56882.0,26190.45237175375,2882.0,0.1462385620650311,0.1462385620650311,0.06733332327762652,74.0,56882.0,1,0,1,1,0,0,0,1,3,17
59784.0,27526.63416534099,2902.0,0.15369934591779158,0.15369934591779158,0.07076852780896636,75.0,59784.0,1,0,1,1,0,0,0,1,3,18
62705.0,28871.564220154334,2921.0,0.16120897708040816,0.16120897708040816,0.07422622334171743,75.0,62705.0,1,0,1,1,0,0,0,1,3,19
65646.0,30225.70297099516,2941.0,0.1687700264639259,0.1687700264639259,0.07770759361279615,76.0,65646.0,1,0,1,1,0,0,0,1,3,20
68607.0,31589.050417863462,2961.0,0.1763824940683448,0.1763824940683448,0.0812126386222025,76.0,68607.0,1,0,1,1,0,0,0,1,3,21
71587.0,32961.14612595787,2980.0,0.18404380898261985,0.18404380898261985,0.08474017463302012,77.0,71587.0,1,0,1,1,0,0,0,1,3,22
74587.0,34342.45053007976,3000.0,0.19175654211779608,0.19175654211779608,0.08829138538216535,77.0,74587.0,1,0,1,1,0,0,0,1,3,23
77587.0,35723.75493420165,3000.0,0.19946927525297228,0.19946927525297228,0.0918425961313106,77.0,77587.0,1,0,1,1,0,0,0,1,3,24
80587.0,37105.05933832354,3000.0,0.2071820083881485,0.2071820083881485,0.09539380688045584,77.0,80587.0,1,0,1,1,0,0,0,1,3,25
83587.0,38486.36374244543,3000.0,0.21489474152332472,0.21489474152332472,0.09894501762960109,77.0,83587.0,1,0,1,1,0,0,0,1,3,26
86587.0,39867.66814656731,3000.0,0.22260747465850092,0.22260747465850092,0.10249622837874632,77.0,86587.0,1,0,1,1,0,0,0,1,3,27
89587.0,41248.9725506892,3000.0,0.23032020779367712,0.23032020779367712,0.10604743912789155,77.0,89587.0,1,0,1,1,0,0,0,1,3,28
92587.0,42630.27695481109,3000.0,0.23803294092885335,0.23803294092885335,0.10959864987703678,77.0,92587.0,1,0,1,1,0,0,0,1,3,29
95587.0,44011.58135893298,3000.0,0.24574567406402956,0.24574567406402956,0.11314986062618203,77.0,95587.0,1,0,1,1,0,0,0,1,3,30
98587.0,45392.88576305487,3000.0,0.25345840719920576,0.25345840719920576,0.11670107137532727,77.0,98587.0,1,0,1,1,0,0,0,1,3,31
101587.0,46774.190167176755,3000.0,0.261171140334382,0.261171140334382,0.12025228212447252,77.0,101587.0,1,0,1,1,0,0,0,1,4,1
104587.0,48155.494571298645,3000.0,0.2688838734695582,0.2688838734695582,0.12380349287361776,77.0,104587.0,1,0,1,1,0,0,0,1,4,2
107587.0,49536.798975420534,3000.0,0.2765966066047344,0.2765966066047344,0.12735470362276302,77.0,107587.0,1,0,1,1,0,0,0,1,4,3
110587.0,50918.103379542415,3000.0,0.2843093397399106,0.2843093397399106,0.13090591437190824,77.0,110587.0,1,0,1,1,0,0,0,1,4,4
113587.0,52299.407783664305,3000.0,0.29202207287508686,0.29202207287508686,0.13445712512105348,77.0,113587.0,1,0,1,1,0,0,0,1,4,5
116587.0,53680.712187786194,3000.0,0.29973480601026303,0.29973480601026303,0.13800833587019873,77.0,116587.0,1,0,1,1,0,0,0,1,4,6
120000.0,55252.17616487553,3000.0,0.31,0.31,0.1420484299658096,77.0,120000.0,1,0,1,1,0,0,0,1,4,7
123714.0,56962.23101717843,3714.0,0.31805768902839665,0.31805768902839665,0.14644482887325144,95.0,123714.0,1,0,1,1,0,0,0,1,4,8
128143.0,59001.49675246371,4429.0,0.3294442540469618,0.3294442540469618,0.1516875996759062,114.0,128143.0,1,0,1,1,0,0,0,1,4,9
133286.0,61369.51293593,5143.0,0.3426664495516989,0.3426664495516989,0.15777555863685752,132.0,133286.0,1,0,1,1,0,0,0,1,4,10
139143.0,64066.2795675773,5857.0,0.35772427554260794,0.35772427554260794,0.1647087057561054,150.0,139143.0,1,0,1,1,0,0,0,1,4,11
145714.0,67091.79664740562,6571.0,0.3746177320196889,0.3746177320196889,0.1724870410336499,169.0,145714.0,1,0,1,1,0,0,0,1,4,12
153000.0,70446.52461021631,7286.0,0.3933493898939869,0.3933493898939869,0.1811117482064073,187.0,153000.0,1,0,1,1,0,0,0,1,4,13
161000.0,74130.003021208,8000.0,0.41391667825445677,0.41391667825445677,0.19058164353746124,206.0,161000.0,1,0,1,1,0,0,0,1,4,14
169000.0,77813.48143219971,8000.0,0.43448396661492666,0.43448396661492666,0.20005153886851523,206.0,169000.0,1,0,1,1,0,0,0,1,4,15
177000.0,81496.9598431914,8000.0,0.45505125497539656,0.45505125497539656,0.20952143419956917,206.0,177000.0,1,0,1,1,0,0,0,1,4,16
185000.0,85180.43825418311,8000.0,0.47561854333586645,0.47561854333586645,0.2189913295306232,206.0,185000.0,1,0,1,1,0,0,0,1,4,17
193000.0,88863.91666517481,8000.0,0.4961858316963364,0.4961858316963364,0.22846122486167716,206.0,193000.0,1,0,1,1,0,0,0,1,4,18
201000.0,92547.39507616652,8000.0,0.5167531200568063,0.5167531200568063,0.23793112019273116,206.0,201000.0,1,0,1,1,0,0,0,1,4,19
209000.0,96230.87348715821,8000.0,0.5373204084172761,0.5373204084172761,0.2474010155237851,206.0,209000.0,1,0,1,1,0,0,0,1,4,20
217000.0,99914.35189814992,8000.0,0.5578876967777461,0.5578876967777461,0.2568709108548391,206.0,217000.0,1,0,1,1,0,0,0,1,4,21
240000.0,110504.35232975105,8000.0,0.62,0.62,0.2840968599316192,206.0,240000.0,1,0,1,1,0,0,0,1,4,22
248846.0,114577.35858270513,8846.0,0.6397609299186866,0.6397609299186866,0.2945681966939322,227.0,248846.0,1,0,1,1,0,0,0,1,4,23
258538.0,119039.89267762158,9692.0,0.664678199767396,0.664678199767396,0.3060409748875041,249.0,258538.0,1,0,1,1,0,0,0,1,4,24
269076.0,123891.9546145004,10538.0,0.6917704603602249,0.6917704603602249,0.31851519451233495,271.0,269076.0,1,0,1,1,0,0,0,1,4,25
280460.0,129133.5443933416,11384.0,0.7210377116971736,0.7210377116971736,0.3319908555684247,292.0,280460.0,1,0,1,1,0,0,0,1,4,26
292689.0,134764.2015793438,12229.0,0.7524773828671969,0.7524773828671969,0.34646677431885714,314.0,292689.0,1,0,1,1,0,0,0,1,4,27
305764.0,140784.38660730835,13075.0,0.7860920447813399,0.7860920447813399,0.36194413450054846,336.0,305764.0,1,0,1,1,0,0,0,1,4,28
319685.0,147194.0994772353,13921.0,0.8218816974396026,0.8218816974396026,0.37842293611349875,358.0,319685.0,1,0,1,1,0,0,0,1,4,29
333606.0,153603.81234716222,13921.0,0.8576713500978652,0.8576713500978652,0.39490173772644904,358.0,333606.0,1,0,1,1,0,0,0,1,4,30
347527.0,160013.52521708916,13921.0,0.8934610027561279,0.8934610027561279,0.4113805393393994,358.0,347527.0,1,0,1,1,0,0,0,1,5,1
361448.0,166423.2380870161,13921.0,0.9292506554143907,0.9292506554143907,0.4278593409523497,358.0,361448.0,1,0,1,1,0,0,0,1,5,2
375369.0,172832.95095694304,13921.0,0.9650403080726533,0.9650403080726533,0.44433814256529997,358.0,375369.0,1,0,1,1,0,0,0,1,5,3
389290.0,179242.66382686995,13921.0,1.000829960730916,1.000829960730916,0.4608169441782502,358.0,389290.0,1,0,1,1,0,0,0,1,5,4
403211.0,185652.37669679688,13921.0,1.0366196133891787,1.0366196133891787,0.47729574579120054,358.0,403211.0,1,0,1,1,0,0,0,1,5,5
417132.0,192062.08956672382,13921.0,1.0724092660474414,1.0724092660474414,0.49377454740415083,358.0,417132.0,1,0,1,1,0,0,0,1,5,6
431053.0,198471.80243665076,13921.0,1.108198918705704,1.108198918705704,0.5102533490171012,358.0,431053.0,1,0,1,1,0,0,0,1,5,7
444974.0,204881.5153065777,13921.0,1.1439885713639668,1.1439885713639668,0.5267321506300514,358.0,444974.0,1,0,1,1,0,0,0,1,5,8
458895.0,211291.22817650464,13921.0,1.1797782240222294,1.1797782240222294,0.5432109522430018,358.0,458895.0,1,0,1,1,0,0,0,1,5,9
472816.0,217700.94104643157,13921.0,1.215567876680492,1.215567876680492,0.5596897538559521,358.0,472816.0,1,0,1,1,0,0,0,1,5,10
448878.0,217700.94104643157,13921.0,1.3,1.15,0.14,358.0,504502.0,1,0,1,1,0,0,0,1,5,11
461499.0,217700.94104643157,12621.0,1.3294772323539097,1.1864728763835624,0.5596897538559521,324.0,517123.0,1,0,1,1,0,0,0,1,5,12
472820.0,217702.78278563707,11321.0,1.3585825162950196,1.2155781603246723,0.5596944888036176,291.0,528444.0,1,0,1,1,0,0,0,1,5,13
482842.0,222317.26036500692,10022.0,1.3843481867885983,1.241343830818251,0.5715579001795954,257.0,538466.0,1,0,1,1,0,0,0,1,5,14
491564.0,226333.17270259061,8722.0,1.4067716729236006,1.2637673169532533,0.5818824535642769,224.0,547188.0,1,0,1,1,0,0,0,1,5,15
498986.0,229750.51979838818,7422.0,1.4258529747000266,1.2828486187296793,0.5906681489576624,191.0,554610.0,1,0,1,1,0,0,0,1,5,16
505108.0,232569.3016523996,6122.0,1.4415920921178762,1.2985877361475289,0.5979149863597515,157.0,560732.0,1,0,1,1,0,0,0,1,5,17
509930.0,234789.5182646248,4822.0,1.4539890251771492,1.3109846692068021,0.6036229657705442,124.0,565554.0,1,0,1,1,0,0,0,1,5,18
514752.0,237009.73487685007,4822.0,1.4663859582364225,1.3233816022660754,0.6093309451813369,124.0,570376.0,1,0,1,1,0,0,0,1,5,19
470341.0,237009.73487685007,4822.0,1.41,1.21,0.2,124.0,547901.0,1,0,1,1,0,0,0,1,5,20
475381.0,237009.73487685007,5040.0,1.4215621241658234,1.2221622635110678,0.6093309451813369,129.0,552941.0,1,0,1,1,0,0,0,1,5,21
480638.0,237009.73487685007,5257.0,1.4350774035296971,1.2356775428749416,0.6093309451813369,135.0,558198.0,1,0,1,1,0,0,0,1,5,22
486112.0,237009.73487685007,5474.0,1.4491505705903487,1.2497507099355931,0.6093309451813369,141.0,563672.0,1,0,1,1,0,0,0,1,5,23
476367.0,237009.73487685007,5692.0,1.47,1.22,0.25,146.0,573277.0,1,0,1,1,0,0,0,1,5,24
482597.0,237009.73487685007,6230.0,1.489860946988854,1.2407139576122117,0.6093309451813369,160.0,579507.0,1,0,1,1,0,0,0,1,5,25
479372.0,237009.73487685007,6768.0,1.52,1.23,0.29,174.0,590454.0,1,0,1,1,0,0,0,1,5,26
479574.0,237009.73487685007,6487.0,1.52,1.23,0.29,167.0,593313.0,1,0,1,1,0,0,0,1,5,27
485481.0,237009.73487685007,5907.0,1.5405413164200967,1.248128465066161,0.6093309451813369,152.0,599220.0,1,0,1,1,0,0,0,1,5,28
490807.0,237009.73487685007,5326.0,1.5542339886460796,1.261821137292144,0.6093309451813369,137.0,604546.0,1,0,1,1,0,0,0,1,5,29
480226.0,237009.73487685007,4746.0,1.54,1.23,0.31,122.0,600152.0,1,0,1,1,0,0,0,1,5,30
485310.0,237009.73487685007,5084.0,1.5560079172671701,1.2476888392774559,0.6093309451813369,131.0,605236.0,1,0,1,1,0,0,0,1,5,31
490412.0,237009.73487685007,5102.0,1.5691247054190598,1.2608056274293458,0.6093309451813369,131.0,610338.0,1,0,1,1,0,0,0,1,6,1
481690.0,237009.73487685007,5119.0,1.61,1.24,0.37,131.0,626290.0,1,0,1,1,0,0,0,1,6,2
481800.0,237009.73487685007,5285.0,1.62,1.24,0.38,136.0,630305.0,1,0,1,1,0,0,0,1,6,3
487073.0,237009.73487685007,5273.0,1.6340145001963424,1.2522213554498944,0.6093309451813369,135.0,635578.0,1,0,1,1,0,0,0,1,6,4
492334.0,237009.73487685007,5261.0,1.6475400632043964,1.2657469184579486,0.6093309451813369,135.0,640839.0,1,0,1,1,0,0,0,1,6,5
497584.0,237009.73487685007,5250.0,1.6610373461909547,1.279244201444507,0.6093309451813369,135.0,646089.0,1,0,1,1,0,0,0,1,6,6
501903.0,237009.73487685007,4319.0,1.6721411109945634,1.2903479662481157,0.6093309451813369,111.0,650408.0,1,0,1,1,0,0,0,1,6,7
482952.0,237009.73487685007,3388.0,1.65,1.24,0.41,87.0,641295.0,1,0,1,1,0,0,0,1,6,8
485589.0,237009.73487685007,2637.0,1.655491891066763,1.2484061234590274,0.6093309451813369,68.0,643932.0,1,0,1,1,0,0,0,1,6,9
488145.0,237009.73487685007,2556.0,1.6620631396979333,1.2549773720901976,0.6093309451813369,66.0,646488.0,1,0,1,1,0,0,0,1,6,10
490880.0,237009.73487685007,2735.0,1.6690945814061688,1.262008813798433,0.6093309451813369,70.0,649223.0,1,0,1,1,0,0,0,1,6,11
493794.0,237009.73487685007,2914.0,1.67658621619147,1.2695004485837342,0.6093309451813369,75.0,652137.0,1,0,1,1,0,0,0,1,6,12
496887.0,237009.73487685007,3093.0,1.6845380440538367,1.277452276446101,0.6093309451813369,79.0,655230.0,1,0,1,1,0,0,0,1,6,13
484737.0,237009.73487685007,3272.0,1.7,1.25,0.46,84.0,662003.0,1,0,1,1,0,0,0,1,6,14
489550.0,237009.73487685007,4813.0,1.7143246194218873,1.258589502108505,0.6093309451813369,124.0,666816.0,1,0,1,1,0,0,0,1,6,15
495725.0,237009.73487685007,6175.0,1.730199995125125,1.2744648778117427,0.6093309451813369,159.0,672991.0,1,0,1,1,0,0,0,1,6,16
503263.0,237009.73487685007,7538.0,1.7495795225827777,1.2938444052693956,0.6093309451813369,194.0,680529.0,1,0,1,1,0,0,0,1,6,17
512163.0,237009.73487685007,8900.0,1.7724606308838005,1.3167255135704183,0.6093309451813369,229.0,689429.0,1,0,1,1,0,0,0,1,6,18
522425.0,240542.65110779248,10262.0,1.7988433200281932,1.3431082027148111,0.6184137585407341,264.0,699691.0,1,0,1,1,0,0,0,1,6,19
534049.0,245894.74523896343,11624.0,1.828727590015956,1.3729924727025737,0.6321735164567556,299.0,711315.0,1,0,1,1,0,0,0,1,6,20
547035.0,251873.9515696057,12986.0,1.8621134408470887,1.4063783235337066,0.6475455240528889,334.0,724301.0,1,0,1,1,0,0,0,1,6,21
582128.0,251873.9515696057,12986.0,1.97,1.5,0.47,334.0,765890.0,1,0,1,1,0,0,0,1,6,22
595253.0,274075.19682225544,13125.0,2.0027782677664328,1.5303425123043488,0.704622950686984,337.0,779015.0,1,0,1,1,0,0,0,1,6,23
608517.0,280182.4040276797,13264.0,2.0368788318680915,1.5644430764060078,0.7203240371458716,341.0,792279.0,1,0,1,1,0,0,0,1,6,24
621921.0,286354.0721052963,13404.0,2.071339323516059,1.5989035680539752,0.7361908467730525,344.0,805683.0,1,0,1,1,0,0,0,1,6,25
635464.0,292589.74062030384,13543.0,2.1061571717992895,1.6337214163372056,0.7522221958316103,348.0,819226.0,1,0,1,1,0,0,0,1,6,26
649434.0,292589.74062030384,13682.0,2.15,1.67,0.48,351.0,835694.0,1,0,1,1,0,0,0,1,6,27
663697.0,305589.19636749494,14263.0,2.1851638391249897,1.706305947872349,0.7856426401918163,366.0,849957.0,1,0,1,1,0,0,0,1,6,28
678541.0,312423.89055909007,14844.0,2.223326442677841,1.744468551425201,0.803214030978587,381.0,864801.0,1,0,1,1,0,0,0,1,6,29
699200.0,312423.89055909007,15286.0,2.28,1.8,0.48,393.0,886854.0,1,0,1,1,0,0,0,1,6,30
713315.0,328435.05034206825,14115.0,2.316311153355526,1.8338694121060735,0.8443772985088458,363.0,900969.0,1,0,1,1,0,0,0,1,7,1
726259.0,334394.91841105284,12944.0,2.349589025922766,1.8671472846733137,0.8596995891544912,333.0,913913.0,1,0,1,1,0,0,0,1,7,2
738032.0,339815.6173276285,11773.0,2.3798563616562425,1.8974146204067903,0.8736357238710535,302.0,925686.0,1,0,1,1,0,0,0,1,7,3
748634.0,344697.1470917952,10602.0,2.4071131605559555,1.924671419306503,0.8861857026585326,272.0,936288.0,1,0,1,1,0,0,0,1,7,4
726349.0,344697.1470917952,8989.0,2.35,1.87,0.49,231.0,915671.0,1,0,1,1,0,0,0,1,7,5
734244.0,344697.1470917952,7895.0,2.374406030240718,1.8876760093681078,0.8861857026585326,203.0,923566.0,1,0,1,1,0,0,0,1,7,6
735213.0,344697.1470917952,6801.0,2.4,1.89,0.51,175.0,934463.0,1,0,1,1,0,0,0,1,7,7
742178.0,344697.1470917952,6965.0,2.4203276433275573,1.9080736175996038,0.8861857026585326,179.0,941428.0,1,0,1,1,0,0,0,1,7,8
749306.0,345006.55927831854,7128.0,2.438653097256736,1.9263990715287824,0.8869811738663411,183.0,948556.0,1,0,1,1,0,0,0,1,7,9
756598.0,348364.0498499375,7292.0,2.4574001805973045,1.9451461548693507,0.8956129834605969,187.0,955848.0,1,0,1,1,0,0,0,1,7,10
742934.0,348364.0498499375,7455.0,2.47,1.91,0.56,192.0,962093.0,1,0,1,1,0,0,0,1,7,11
752522.0,348364.0498499375,9588.0,2.498105415173719,1.9346671214496913,0.8956129834605969,246.0,971681.0,1,0,1,1,0,0,0,1,7,12
763723.0,351644.64780972694,11201.0,2.526902189789422,1.9634638960653943,0.9040471089898169,288.0,982882.0,1,0,1,1,0,0,0,1,7,13
770229.0,354640.236627466,12815.0,2.63,1.98,0.9117485013677966,329.0,1024168.0,1,0,1,1,0,0,0,1,7,14
0.0,0.0,12815.0,0.0,0.0,0.0,4436.910211557211,0.0,0,0,1,1,1,0,1,0,1,10
64.0,29.467827287933616,64.0,0.0022158583967199492,0.0022158583967199492,0.0010202583207665774,22.0,64.0,0,0,1,1,1,0,1,0,1,11
128.0,58.93565457586723,64.0,0.0,0.0,0.0020405166415331548,22.0,128.0,0,0,1,1,1,0,1,0,1,12
188.0,86.561742658305,63.0,0.01,0.01,0.002997008817251821,22.0,188.0,0,0,1,1,1,0,1,0,1,13
266.0,122.47565716547409,66.0,0.01,0.01,0.004240448645686088,23.0,266.0,0,0,1,1,1,0,1,0,1,14
308.0,141.81391882318053,62.0,0.01,0.01,0.004909993168689154,22.0,308.0,0,0,1,1,1,0,1,0,1,15
369.0,169.90044170699227,62.0,0.01,0.01,0.005882426880669799,22.0,369.0,0,0,1,1,1,0,1,0,1,16
405.0,186.4760945564549,58.0,0.01,0.01,0.006456322186100998,20.0,405.0,0,0,1,1,1,0,1,0,1,17
447.0,205.81435621416136,55.0,0.02,0.02,0.007125866709104065,19.0,447.0,0,0,1,1,1,0,1,0,1,18
483.0,222.390009063624,51.0,0.02,0.02,0.007699762014535264,18.0,483.0,0,0,1,1,1,0,1,0,1,19
519.0,238.96566191308668,47.0,0.02,0.02,0.008273657319966463,16.0,519.0,0,0,1,1,1,0,1,0,1,20
549.0,252.77870595430556,40.0,0.02,0.02,0.008751903407825798,14.0,549.0,0,0,1,1,1,0,1,0,1,21
583.0,268.4334892010203,34.0,0.020185085082620787,0.020185085082620787,0.009293915640733041,12.0,583.0,0,0,1,1,1,0,1,0,1,22
609.0,280.40479403674334,26.0,0.02108527755628827,0.02108527755628827,0.009708395583544464,9.0,609.0,0,0,1,1,1,0,1,0,1,23
630.0,290.07392486559655,21.0,0.021812356092712003,0.021812356092712003,0.010043167845045997,7.0,630.0,0,0,1,1,1,0,1,0,1,24
645.0,296.980446886206,15.0,0.02233169790444324,0.02233169790444324,0.010282290888975663,5.0,645.0,0,0,1,1,1,0,1,0,1,25
654.0,301.12436009857163,9.0,0.022643302991481984,0.022643302991481984,0.010425764715333463,3.0,654.0,0,0,1,1,1,0,1,0,1,26
658.0,302.9660993040675,4.0,0.02278179414127698,0.02278179414127698,0.010489530860381372,1.0,658.0,0,0,1,1,1,0,1,0,1,27
658.0,302.9660993040675,0.0,0.02278179414127698,0.02278179414127698,0.010489530860381372,0.0,658.0,0,0,1,1,1,0,1,0,1,28
658.0,302.9660993040675,0.0,0.02278179414127698,0.02278179414127698,0.010489530860381372,0.0,658.0,0,0,1,1,1,0,1,0,1,29
658.0,302.9660993040675,0.0,0.02278179414127698,0.02278179414127698,0.010489530860381372,0.0,658.0,0,0,1,1,1,0,1,0,1,30
658.0,302.9660993040675,0.0,0.02278179414127698,0.02278179414127698,0.010489530860381372,0.0,658.0,0,0,1,1,1,0,1,0,1,31
658.0,302.9660993040675,0.0,0.02278179414127698,0.02278179414127698,0.010489530860381372,0.0,658.0,0,0,1,1,1,0,1,0,2,1
549.0,302.9660993040675,0.0,0.02,0.02,0.0,0.0,550.0,0,0,1,1,1,0,1,0,2,2
561.0,302.9660993040675,12.0,0.019458006546197056,0.019423383758748306,0.010489530860381372,4.0,562.0,0,0,1,1,1,0,1,0,2,3
585.0,302.9660993040675,24.0,0.020288953444967037,0.020254330657518287,0.010489530860381372,8.0,586.0,0,0,1,1,1,0,1,0,2,4
620.0,302.9660993040675,35.0,0.02150075100567326,0.02146612821822451,0.010489530860381372,12.0,621.0,0,0,1,1,1,0,1,0,2,5
667.0,307.11001251643313,47.0,0.02312802201576447,0.02309339922831572,0.010633004686739174,16.0,668.0,0,0,1,1,1,0,1,0,2,6
726.0,334.27566579749697,59.0,0.025170766475240674,0.025136143687791924,0.011573555326195863,21.0,727.0,0,0,1,1,1,0,1,0,2,7
797.0,366.9665366950483,71.0,0.027628984384101867,0.02759436159665312,0.012705404400796285,25.0,798.0,0,0,1,1,1,0,1,0,2,8
689.0,438.0,82.0,0.04,0.02,0.02,28.0,1127.0,0,0,1,1,1,0,1,0,2,9
770.0,438.0,81.0,0.04182432723808904,0.02665954633553689,0.015164780902552154,28.0,1208.0,0,0,1,1,1,0,1,0,2,10
849.0,438.0,79.0,0.04455952744654023,0.029394746543988076,0.015164780902552154,27.0,1287.0,0,0,1,1,1,0,1,0,2,11
927.0,438.0,78.0,0.04726010486754267,0.03209532396499051,0.015164780902552154,27.0,1365.0,0,0,1,1,1,0,1,0,2,12
1003.0,461.81610577808465,76.0,0.04989143671364761,0.03472665581109546,0.015989360870763705,26.0,1441.0,0,0,1,1,1,0,1,0,2,13
1078.0,496.34871588113185,75.0,0.0524881457723038,0.03732336486975164,0.01718497609041204,26.0,1516.0,0,0,1,1,1,0,1,0,2,14
1151.0,529.9604563814312,73.0,0.05501560925606249,0.03985082835351034,0.01834870823753642,25.0,1589.0,0,0,1,1,1,0,1,0,2,15
1223.0,563.1117620803565,72.0,0.057508449952372434,0.04234366904982028,0.019496498848398817,25.0,1661.0,0,0,1,1,1,0,1,0,2,16
1090.0,611.0,72.0,0.06,0.04,0.02,25.0,1701.0,0,0,1,1,1,0,1,0,2,17
2438.0,611.0,254.0,0.11,0.08,0.02,88.0,3049.0,0,0,1,1,1,0,1,0,2,18
2843.0,1309.016140306176,405.0,0.15,0.098432584716794,0.04532178759280281,141.0,4177.0,0,0,1,1,1,0,1,0,2,19
3359.0,1546.600497815141,516.0,0.16248474149698003,0.11629794304034859,0.05354762030398334,179.0,4693.0,0,0,1,1,1,0,1,0,2,20
3986.0,1835.2931182766156,627.0,0.1841932292273458,0.13800643077071434,0.0635429635402434,218.0,5320.0,0,0,1,1,1,0,1,0,2,21
6073.0,1835.2931182766156,739.0,0.23,0.21,0.02,257.0,6728.0,0,0,1,1,1,0,1,0,2,22
6964.0,3206.4679567682765,891.0,0.2637910175720202,0.24111309179308948,0.11101685852841321,310.0,7619.0,0,0,1,1,1,0,1,0,2,23
8007.0,3686.7014546013197,1043.0,0.29990258488106564,0.2772246591021349,0.12764388084965603,362.0,8662.0,0,0,1,1,1,0,1,0,2,24
9019.0,4152.66147359177,1012.0,0.35,0.3122629200002691,0.14377671554677754,352.0,10135.0,0,0,1,1,1,0,1,0,2,25
10019.0,4613.096274965733,1000.0,0.38552473824182243,0.3468857074490183,0.1597182518087553,347.0,11135.0,0,0,1,1,1,0,1,0,2,26
11046.0,5085.962815976793,1027.0,0.4210823409516879,0.3824433101588838,0.17609020954980648,357.0,12162.0,0,0,1,1,1,0,1,0,2,27
12100.0,5571.2610966249495,1054.0,0.4575747589226695,0.4189357281298654,0.19289258876993107,366.0,13216.0,0,0,1,1,1,0,1,0,2,28
13181.0,6068.991116910203,1081.0,0.5,0.4563629613619633,0.210125389469129,376.0,14295.0,0,0,1,1,1,0,1,0,3,1
14207.0,6541.397223119889,1026.0,0.5304557265022867,0.49188594128438,0.2264814056739182,357.0,15321.0,0,0,1,1,1,0,1,0,3,2
15178.0,6988.479415254007,971.0,0.55,0.5255046678971155,0.24196063738429865,337.0,15793.0,0,0,1,1,1,0,1,0,3,3
